
KERNEL: booting...
===========================================================
HellfireOS v2.19.03 (4.9.3) [Jul  7 2020, 15:50:53]
Embedded Systems Group - GSE, PUCRS - [2007 - 2019]
===========================================================

arch:          mips/plasma
sys clk:       25000 kHz
time slice:    10480 us
heap size:     500000 bytes
max tasks:     30

HAL: _vm_init()
HAL: _sched_init()
HAL: _timer_init()
HAL: _irq_init()
HAL: _device_init()
KERNEL: this is core #1
KERNEL: NoC queue init, 64 packets
KERNEL: NoC driver registered
HAL: _task_init()
KERNEL: [idle task], id: 0, p:0, c:0, d:0, addr: 10001318, sp: 1000caa4, ss: 1024 bytes
KERNEL: [W1], id: 1, p:0, c:0, d:0, addr: 100004b4, sp: 1000daac, ss: 4096 bytes
KERNEL: [T], id: 2, p:0, c:0, d:0, addr: 100008b0, sp: 1000eab4, ss: 4096 bytes
KERNEL: free heap: 481264 bytes
KERNEL: HellfireOS is up
cpu 1, name W1, thread 1.
W cpu 0, port 2000, channel 1, size 132, crc d93d72fb [free queue: 64]  (CRC32 pass) received_messages 90 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 986b1698 [free queue: 64]  (CRC32 pass) received_messages 91 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 587830e3 [free queue: 64]  (CRC32 pass) received_messages 92 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 5d28a9bb [free queue: 64]  (CRC32 pass) received_messages 93 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 7af68e7b [free queue: 64]  (CRC32 pass) received_messages 94 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc f36433c0 [free queue: 64]  (CRC32 pass) received_messages 95 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 133e7a8b [free queue: 64]  (CRC32 pass) received_messages 96 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 4dd7191b [free queue: 64]  (CRC32 pass) received_messages 97 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 4e02811c [free queue: 64]  (CRC32 pass) received_messages 98 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 5247699a [free queue: 64]  (CRC32 pass) received_messages 99 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 39a9c1f7 [free queue: 64]  (CRC32 pass) received_messages 100 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc f27de1d5 [free queue: 64]  (CRC32 pass) received_messages 101 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 4e727222 [free queue: 64]  (CRC32 pass) received_messages 102 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 8c6ce510 [free queue: 64]  (CRC32 pass) received_messages 103 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc d00c6581 [free queue: 64]  (CRC32 pass) received_messages 104 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 604e1466 [free queue: 64]  (CRC32 pass) received_messages 105 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 2c6ee6a6 [free queue: 64]  (CRC32 pass) received_messages 106 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 7ff6ecb3 [free queue: 64]  (CRC32 pass) received_messages 107 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 1f286ac6 [free queue: 64]  (CRC32 pass) received_messages 108 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 92a645e6 [free queue: 64]  (CRC32 pass) received_messages 109 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc dd82f285 [free queue: 64]  (CRC32 pass) received_messages 110 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc c4b1cde7 [free queue: 64]  (CRC32 pass) received_messages 111 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc d110643b [free queue: 64]  (CRC32 pass) received_messages 112 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 6f57382f [free queue: 64]  (CRC32 pass) received_messages 113 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc b2c5dcea [free queue: 64]  (CRC32 pass) received_messages 114 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 1cfa7d24 [free queue: 64]  (CRC32 pass) received_messages 115 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc aa633fea [free queue: 64]  (CRC32 pass) received_messages 116 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc bfe7af60 [free queue: 64]  (CRC32 pass) received_messages 117 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 47cbfa14 [free queue: 64]  (CRC32 pass) received_messages 118 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 0a97f414 [free queue: 64]  (CRC32 pass) received_messages 119 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 91107b7c [free queue: 64]  (CRC32 pass) received_messages 120 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc f5f2cf31 [free queue: 64]  (CRC32 pass) received_messages 121 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 54671d3f [free queue: 64]  (CRC32 pass) received_messages 122 process copy send 
